listing_id,price_range,price,neighbourhood
30139879,High-End,0.0,Wandsworth
30140014,Budget,0.06941437942730001,Camden
30140014,High-End,0.0,Camden
30140230,High-End,0.0,Camden
30140325,Mid-Range,0.026772381701896063,Hackney
30140326,Luxury,0.018942937030703554,Camden
30140661,Luxury,0.0,Southwark
30140663,Superior,0.0,Merton
30140784,High-End,0.07757115606981017,Islington
30141203,Mid-Range,0.0,Kensington and Chelsea
30141613,High-End,0.0,Hammersmith and Fulham
30141705,Mid-Range,0.0337729957666025,Kensington and Chelsea
30141740,Budget,0.0,Westminster
30142432,Budget,0.09531362711874257,Ealing
30142674,Luxury,0.0,Lambeth
30142901,Mid-Range,0.0,Merton
30143279,Superior,0.2873297358014126,Lambeth
30143458,Superior,0.08459915377377505,Kensington and Chelsea
30143815,Mid-Range,0.0,Southwark
30143866,High-End,0.0,Lewisham
30143934,Mid-Range,0.0,Camden
30143997,Luxury,0.09709223314328604,Lambeth
30144002,Luxury,0.0,Westminster
30144142,Budget,0.022251188229347702,Kensington and Chelsea
30145004,Mid-Range,0.0,Kensington and Chelsea
30145723,High-End,0.0,Westminster
30146343,Luxury,0.0,Westminster
30147159,Budget,0.004715853505266278,Barnet
30147291,Budget,0.0,Hackney
30148199,Luxury,0.1622911182655408,Kensington and Chelsea
30148865,Superior,0.2581060458410812,Westminster
30148879,Superior,0.2855501861487799,Westminster
30148892,Superior,0.2772299147898312,Westminster
30148903,Superior,0.2921094386184582,Westminster
30149241,High-End,0.0,Kensington and Chelsea
30149935,High-End,0.0,City of London
30150272,Budget,0.0,Islington
30150272,High-End,0.06401484200896779,Islington
30150645,Luxury,0.0,Islington
30151919,Mid-Range,0.0,Tower Hamlets
30152027,Budget,0.0,Westminster
30152027,Mid-Range,0.043062714451724805,Westminster
30152784,Budget,0.0,Enfield
30152849,Budget,0.07647772889330555,Camden
30152849,High-End,0.0,Camden
30153208,Budget,0.0,Southwark
30153509,Luxury,0.0,Camden
30154330,Mid-Range,0.004840778960330644,Southwark
30154414,High-End,0.007130659712552698,Hackney
30154440,Mid-Range,0.030883847583978385,Tower Hamlets
30154821,Budget,0.0,Brent
30155056,Mid-Range,0.0,Camden
30155482,Luxury,0.14320444552283587,Islington
30155482,Superior,0.0,Islington
30157445,High-End,0.0,Westminster
30161736,Budget,0.0,Greenwich
30165120,Luxury,0.0,Westminster
30166190,Luxury,0.0,Lambeth
30166771,Superior,0.17160649398630687,Camden
30167042,Luxury,0.06139407311698452,Tower Hamlets
30167413,Luxury,0.12046857271215758,Kensington and Chelsea
30167663,Luxury,0.0,Westminster
30167841,High-End,0.0,Westminster
30167912,High-End,0.0,Southwark
30168480,Budget,0.022251188229347702,Kensington and Chelsea
30168843,Budget,0.0,Wandsworth
30168961,Mid-Range,0.0,Kensington and Chelsea
30169647,Mid-Range,0.0,Hackney
30170110,Superior,0.0,Camden
30170215,High-End,0.03960351759460708,Waltham Forest
30170349,Luxury,0.17130617362386455,Enfield
30170636,Luxury,0.0,Kensington and Chelsea
30171530,Luxury,0.13208039356156406,Westminster
30172050,Luxury,0.0,Wandsworth
30172153,Luxury,0.0,Westminster
30172171,Luxury,0.0,Richmond upon Thames
30172384,Mid-Range,0.0,Hammersmith and Fulham
30172406,Budget,0.020081481864298582,Kensington and Chelsea
30173035,Superior,0.004576310079185397,Islington
30173903,High-End,0.0068305539863924595,Wandsworth
30174026,Budget,0.0,Lambeth
30174058,Budget,0.0,Croydon
30174126,Mid-Range,0.04579369634975746,Bexley
30174253,High-End,0.0,Islington
30174639,High-End,0.0,Islington
30174922,Luxury,0.07349794203635568,Southwark
30176448,Budget,0.0,Hillingdon
30178512,Budget,0.0,Kensington and Chelsea
30178512,Mid-Range,0.0,Kensington and Chelsea
30179164,Mid-Range,0.0,Barking and Dagenham
30180674,Budget,0.029039954792623498,Waltham Forest
30180680,Luxury,0.024816138881937684,Islington
30182486,Budget,0.14284701679478753,Camden
30189870,Budget,0.0,Barnet
30192052,High-End,0.0,Tower Hamlets
30192420,High-End,0.0,Tower Hamlets
30192995,Mid-Range,0.0,Lewisham
30193491,Luxury,0.0439962427920309,Kensington and Chelsea
30193830,High-End,0.0,Westminster
30194176,Mid-Range,0.0,Lambeth
30194255,High-End,0.0,Richmond upon Thames
30194763,High-End,0.0,Ealing
30195916,High-End,0.0,Tower Hamlets
30196472,Mid-Range,0.0,Tower Hamlets
30196493,High-End,0.126519056370501,Merton
30196560,Mid-Range,0.0,Wandsworth
30196945,Budget,0.0,Wandsworth
30198125,Budget,0.0,Camden
30198141,High-End,0.0,Islington
30198898,Budget,0.0,Ealing
30199391,High-End,0.06779004107554375,Hackney
30199394,Luxury,0.0,Lambeth
30199582,Superior,0.0,Newham
30199819,Budget,0.0,Hackney
30200132,Luxury,0.007212946518248275,Westminster
30201736,Budget,0.005442176464695568,Kensington and Chelsea
30201756,Mid-Range,0.0,Camden
30202588,Mid-Range,0.0,Southwark
30204119,Budget,0.0,Brent
30204153,High-End,0.0038860815246397015,Tower Hamlets
30204388,High-End,0.10922853678375398,Southwark
30204816,Budget,0.016448843569759945,Lewisham
30205285,High-End,0.0,Hammersmith and Fulham
30205472,Mid-Range,0.0,Hackney
30205529,High-End,0.0,Haringey
30205695,High-End,0.0,Haringey
30206140,High-End,0.0,Haringey
30206187,High-End,0.0,Kensington and Chelsea
30206605,High-End,0.0,Haringey
30207595,Budget,0.0,Hammersmith and Fulham
30208431,Budget,0.11194967468819036,Kensington and Chelsea
30217364,Budget,0.0,Lewisham
30217385,Budget,0.0,Greenwich
30218053,Budget,0.0,Hackney
30219831,Mid-Range,0.0,Tower Hamlets
30219893,Luxury,0.0,Kensington and Chelsea
30220229,Mid-Range,0.0,Islington
30220977,Budget,0.019602682008076747,Lewisham
30221374,Budget,0.0,Kensington and Chelsea
30221570,Mid-Range,0.011263945881208022,Westminster
30222266,Budget,0.046069739664229406,Tower Hamlets
30222691,Budget,0.0,Hackney
30223338,Superior,0.04864282629362399,Brent
30223461,Budget,0.0,Haringey
30224051,High-End,0.0,Tower Hamlets
30224264,Budget,0.0,Islington
30224399,High-End,0.11686293490457272,Westminster
30224453,High-End,0.0,Hackney
30224941,Luxury,0.0,Westminster
30225038,Mid-Range,0.0,Merton
30225289,High-End,0.0,Newham
30225362,Luxury,0.0,Hammersmith and Fulham
30226196,High-End,0.0,Westminster
30226339,Mid-Range,0.0265237956169544,Wandsworth
30226426,Superior,0.17386953086665527,Kensington and Chelsea
30226966,Superior,0.20148527571782998,Westminster
30227423,High-End,0.0,Hackney
30227736,Mid-Range,0.01092645278175173,Tower Hamlets
30228724,Luxury,0.098207524249505,Westminster
30228831,Mid-Range,0.0,Tower Hamlets
30228881,Luxury,0.0,Wandsworth
30228907,Luxury,0.0,Tower Hamlets
30228976,Mid-Range,0.03161529566837422,Tower Hamlets
30229243,Budget,0.0,Hackney
30229407,Mid-Range,0.02690603642030602,Tower Hamlets
30229528,High-End,0.019714957134517666,Greenwich
30240883,Mid-Range,0.0,Ealing
30241116,Luxury,0.018075057025290716,Westminster
30241384,Superior,0.1458502089871381,Kensington and Chelsea
30241473,High-End,0.0,Tower Hamlets
30241858,High-End,0.0,Kensington and Chelsea
30242286,Budget,0.0,Bexley
30242494,Mid-Range,0.0,Islington
30242766,Mid-Range,0.0,Wandsworth
30242876,Budget,0.0,Camden
30243264,Budget,0.0,Camden
30243377,Budget,0.0,Merton
30243461,Mid-Range,0.005406184119732291,Westminster
30243502,Luxury,0.08240190324323642,Camden
30243999,Superior,0.0,Newham
30244139,High-End,0.0,Westminster
30244139,Luxury,0.08435499216837129,Westminster
30244700,High-End,0.12710337009770847,Westminster
30244794,Luxury,0.0,Islington
30244802,Luxury,0.0,Westminster
30245259,High-End,0.0,Ealing
30245391,Luxury,0.0,Westminster
30245718,Budget,0.0,Camden
30245724,High-End,0.03712325576904081,Hackney
30246066,Luxury,0.0,Westminster
30247166,Superior,0.26039893863523605,Camden
30247413,Budget,0.0,Islington
30247803,High-End,0.058843107409588084,Hackney
30247871,High-End,0.0,Camden
30247911,Superior,0.0,Westminster
30248011,Luxury,0.12397257322053007,Wandsworth
30248262,High-End,0.08347111042966948,Newham
30248702,High-End,0.0,Camden
30248702,Luxury,0.1146627029211599,Camden
30250222,Budget,0.0,Wandsworth
30250244,High-End,0.0,Islington
30250260,Mid-Range,0.0,Camden
30250463,Budget,0.006560282966767447,Hackney
30250672,Budget,0.07339072926300388,Islington
30250894,Mid-Range,0.0,Barking and Dagenham
30251373,Luxury,0.0393556201248163,Hammersmith and Fulham
30251793,High-End,0.12514830098137514,Hammersmith and Fulham
30252194,High-End,0.15507541864215035,Kensington and Chelsea
30252776,Mid-Range,0.04198135117008238,Tower Hamlets
30253177,Mid-Range,0.03522446711144663,Tower Hamlets
30260726,High-End,0.0,Wandsworth
30260920,Mid-Range,0.0,Islington
30261818,Budget,0.026127666627490616,Westminster
30263084,High-End,0.0,Lambeth
30263868,High-End,0.0,Hackney
30265089,Mid-Range,0.052492848418639035,Tower Hamlets
30265634,Luxury,0.0,Redbridge
30265996,Luxury,0.0,Camden
30267252,Mid-Range,0.013586091473749855,Southwark
30267628,Budget,0.029102193240725275,Kensington and Chelsea
30268047,Budget,0.03051207788858871,Islington
30269309,Mid-Range,0.0,Southwark
30269845,Luxury,0.0,Southwark
30270095,Superior,0.0,Camden
30270204,Mid-Range,0.0,Richmond upon Thames
30272097,Mid-Range,0.0,Camden
30280427,Budget,0.010764395672750672,Southwark
30281364,High-End,0.006144654032016056,Wandsworth
30281388,Budget,0.0,Islington
30281536,Mid-Range,0.0,Greenwich
30281692,Budget,0.0,Kensington and Chelsea
30281822,High-End,0.0,Camden
30283224,Budget,0.029578197014020667,Tower Hamlets
30283339,Budget,0.0,Wandsworth
30283403,Mid-Range,0.011214149799310276,Westminster
30285278,High-End,0.0,Westminster
30285485,Luxury,0.0,Barking and Dagenham
30286715,High-End,0.0,Greenwich
30287474,Budget,0.0,Kingston upon Thames
30288035,Luxury,0.0,Hammersmith and Fulham
30288857,Budget,0.0,Waltham Forest
30289028,Mid-Range,0.0,Hounslow
30289067,High-End,0.0,Waltham Forest
30289704,Budget,0.0,Southwark
30289825,Mid-Range,0.011829629984811829,Wandsworth
30290268,Budget,0.018693551618747552,Westminster
30290773,Budget,0.0,Lambeth
30291292,Mid-Range,0.0,Kensington and Chelsea
30291703,Budget,0.008425596395038244,Hounslow
30291975,Luxury,0.0,Ealing
30292346,Budget,0.0,Havering
30292452,Budget,0.0,Hounslow
30292511,Budget,0.0,Hackney
30292921,Mid-Range,0.0,Southwark
30293017,Luxury,0.0,Islington
30293345,Mid-Range,0.0,Camden
30300172,Mid-Range,0.0,Wandsworth
30300957,Luxury,0.0,Hammersmith and Fulham
30302217,Luxury,0.0,Hackney
30302657,Superior,0.0,Westminster
30303405,Mid-Range,0.0,Hackney
30303920,Luxury,0.07807958181841067,Haringey
30304013,Luxury,0.0811203162944298,Camden
30304179,Budget,0.0,Hammersmith and Fulham
30304338,Luxury,0.0,Hounslow
30304550,Mid-Range,0.0,Hammersmith and Fulham
30304654,Budget,0.0,Redbridge
30304678,Mid-Range,0.023976483327830162,Hackney
30304866,High-End,0.0,Hillingdon
30304931,Budget,0.08076424245110371,Brent
30305955,Budget,0.01786527404018629,Tower Hamlets
30306208,Mid-Range,0.059286423163881365,Southwark
30307705,Budget,0.0,Southwark
30307713,High-End,0.0,Wandsworth
30307721,High-End,0.0,Wandsworth
30307905,Mid-Range,0.0,Camden
30308052,Luxury,0.05244651100331126,Kensington and Chelsea
30308964,High-End,0.02269410437458908,Lambeth
30309367,High-End,0.0,Hackney
30309416,High-End,0.018871443139906748,Wandsworth
30309515,High-End,0.0,Kensington and Chelsea
30311087,Mid-Range,0.0,Southwark
30311514,High-End,0.1160143935526686,Hammersmith and Fulham
30311973,Budget,0.017307315106200073,Lambeth
30312269,Budget,0.0,Tower Hamlets
30312808,Mid-Range,0.06206529274612977,Brent
30312967,Budget,0.0,Merton
30313161,Budget,0.009147890353447399,Wandsworth
30313968,Mid-Range,0.0,Kensington and Chelsea
30313994,Budget,0.0,Westminster
30314128,Luxury,0.04903967304999478,Islington
30314376,High-End,0.0,Westminster
30314576,Budget,0.0,Westminster
30314642,Mid-Range,0.0,Tower Hamlets
30315420,Mid-Range,0.0,Kensington and Chelsea
30317264,Mid-Range,0.0,Lambeth
30317964,Mid-Range,0.0,Southwark
30318085,Mid-Range,0.08819684233745059,Newham
30321134,Superior,0.23702623892140276,Westminster
30331642,Luxury,0.0,Camden
30332597,Luxury,0.1137013575023081,Barnet
30333054,Superior,0.19222192453441334,Camden
30333303,Mid-Range,0.0,Kensington and Chelsea
30333590,Budget,0.0,Lambeth
30333681,Luxury,0.0,Westminster
30333967,High-End,0.0,Kensington and Chelsea
30334128,Luxury,0.0,Hammersmith and Fulham
30334428,Luxury,0.05777615600342498,Hammersmith and Fulham
30334485,Superior,0.03514170655615872,Westminster
30334816,Mid-Range,0.0,Tower Hamlets
30335074,Mid-Range,0.006476121796323026,Camden
30335097,Mid-Range,0.0,Tower Hamlets
30336318,Mid-Range,0.0,Brent
30336659,Mid-Range,0.0,Hammersmith and Fulham
30337135,Luxury,0.07161354783376601,Lambeth
30337203,Luxury,0.0,Camden
30337388,Mid-Range,0.0637455163407627,Westminster
30337720,Luxury,0.17053101853572333,Hammersmith and Fulham
30338023,Budget,0.0,Hammersmith and Fulham
30338094,Mid-Range,0.0,Hackney
30338120,Luxury,0.0,Islington
30338121,Budget,0.0,Southwark
30338148,Mid-Range,0.007979017998437919,Greenwich
30338760,Mid-Range,0.055409124969851745,Hackney
30338986,Luxury,0.0,Richmond upon Thames
30339120,Budget,0.0,Islington
30339461,Superior,0.19343910845609308,Camden
30341699,Luxury,0.0328757145310536,Camden
30342095,High-End,0.0,Lewisham
30342803,Superior,0.13861137299954862,Westminster
30342808,Superior,0.13861137299954862,Westminster
30342850,Superior,0.13861137299954862,Westminster
30342922,Superior,0.13861137299954862,Westminster
30343146,High-End,0.0,Westminster
30343192,High-End,0.10175506063202433,Ealing
30343675,Budget,0.0,Barnet
30344779,High-End,0.0,Tower Hamlets
30344868,Mid-Range,0.009930336511206443,Southwark
30346189,High-End,0.005557802586738851,Lewisham
30346484,Mid-Range,0.004904452756515454,Southwark
30346740,Mid-Range,0.0,Bexley
30347661,Superior,0.23124626645169696,Westminster
30347846,Budget,0.028197832601168607,Wandsworth
30349606,Luxury,0.1438621139460123,Camden
30349606,Superior,0.11265802115349308,Camden
30349625,Luxury,0.17760807972146755,Camden
30349625,Superior,0.09659202125349085,Camden
30349628,Superior,0.1064677357568469,Westminster
30349630,Superior,0.2734968604957183,Westminster
30349643,Luxury,0.1438621139460123,Camden
30349643,Superior,0.11265802115349308,Camden
30349658,Superior,0.11045019999303202,Westminster
30349659,Superior,0.2714552285968895,Westminster
30349737,Superior,0.15715412311909038,Westminster
30349768,Superior,0.15715412311909038,Westminster
30349792,Superior,0.15715412311909038,Westminster
30349803,Superior,0.26906175853478914,Westminster
30349804,Superior,0.2630704396736426,Islington
30349814,Superior,0.20824605916293895,Westminster
30349823,Superior,0.2851414735115317,Westminster
30350526,Luxury,0.1438621139460123,Camden
30350526,Superior,0.11265802115349308,Camden
30350535,High-End,0.11757298031417408,Camden
30350536,Superior,0.20817205403949177,Westminster
30350605,Superior,0.15715412311909038,Westminster
30350612,Luxury,0.15144258586032713,Westminster
30350612,Superior,0.08438347607048842,Westminster
30350632,Luxury,0.1438621139460123,Camden
30350632,Superior,0.11265802115349308,Camden
30350646,Luxury,0.16052210861014168,Hackney
30350653,Superior,0.16298666201793485,Camden
30350659,Superior,0.22238031214434717,Islington
30350727,Superior,0.36604802030532824,Kensington and Chelsea
30351402,Superior,0.32434329095374387,Kensington and Chelsea
30351412,Luxury,0.12766451445284255,Islington
30351444,Luxury,0.12766451445284255,Islington
30351504,High-End,0.12019203765278617,Camden
30351509,Superior,0.21067114940846707,Islington
30351538,Superior,0.15715412311909038,Westminster
30351540,Luxury,0.1443127878156679,Kensington and Chelsea
30353136,Mid-Range,0.059345438551729746,Wandsworth
30357947,Budget,0.0,Kensington and Chelsea
30359072,Superior,0.09766715554705299,Camden
30359406,Luxury,0.06715603857702869,Hackney
30360127,Superior,0.028525306364467602,Westminster
30360285,Mid-Range,0.0,Brent
30360550,Superior,0.0,Hounslow
30360950,Luxury,0.0,Merton
30360975,Luxury,0.0,Hounslow
30361118,High-End,0.0,Hammersmith and Fulham
30361238,Budget,0.0,Westminster
30361387,Luxury,0.09131328044399455,Camden
30361387,Superior,0.0340591915264753,Camden
30361544,Superior,0.0,Westminster
30361989,Luxury,0.046267817285502,Kensington and Chelsea
30361989,Superior,0.0,Kensington and Chelsea
30362494,Luxury,0.0,Islington
30362521,High-End,0.07688097476379704,Kensington and Chelsea
30362521,Superior,0.0,Kensington and Chelsea
30362635,Budget,0.0,Kensington and Chelsea
30363655,Luxury,0.0,Kensington and Chelsea
30363963,Budget,0.061439812615831,Camden
30364501,Mid-Range,0.017468781607316027,Tower Hamlets
30364692,High-End,0.0,Southwark
30365219,Mid-Range,0.04821007242804533,Southwark
30365245,Budget,0.0065438792933590955,Brent
30365559,Budget,0.0,Haringey
30365737,Mid-Range,0.027627605798971288,Southwark
30365954,Luxury,0.03438358765229176,Westminster
30366253,Luxury,0.0,Islington
30366408,Budget,0.027423170094074297,Redbridge
30366547,High-End,0.03100565015069718,Southwark
30366708,Luxury,0.12411613660272498,Kensington and Chelsea
30368100,Luxury,0.0,Brent
30368133,Mid-Range,0.0,Kensington and Chelsea
30368382,High-End,0.0,Southwark
30368433,Luxury,0.13921116784696766,Kensington and Chelsea
30368607,Luxury,0.02323692794585839,Kensington and Chelsea
30368607,Superior,0.0,Kensington and Chelsea
30368740,Superior,0.0,Westminster
30368863,Luxury,0.01727076079240521,Kensington and Chelsea
30368869,High-End,0.0,Camden
30369073,Luxury,0.0,Hackney
30369154,Luxury,0.08952619708166704,Islington
30369163,Luxury,0.0,Kensington and Chelsea
30369343,Mid-Range,0.0,Lambeth
30369373,Mid-Range,0.038235287516271546,Westminster
30369542,Luxury,0.0,Wandsworth
30369587,Luxury,0.02323692794585839,Kensington and Chelsea
30369587,Superior,0.0,Kensington and Chelsea
30369937,Budget,0.014235763462200358,Lambeth
30370033,Luxury,0.0,Camden
30370115,Mid-Range,0.0,Tower Hamlets
30370118,High-End,0.012236676827360474,Southwark
30370204,Budget,0.0,Hackney
30370295,Luxury,0.15806506138756443,Richmond upon Thames
30370688,Luxury,0.02323692794585839,Kensington and Chelsea
30370688,Superior,0.0,Kensington and Chelsea
30370760,Luxury,0.0,Kensington and Chelsea
30371251,High-End,0.05799950416868987,Kensington and Chelsea
30371251,Superior,0.0,Kensington and Chelsea
30371611,Mid-Range,0.0,Westminster
30372586,Budget,0.0,Islington
30372752,Budget,0.0,Waltham Forest
30374086,Budget,0.0286712889046405,Barnet
30374562,High-End,0.0,Westminster
30375404,Mid-Range,0.0,Tower Hamlets
30375452,Budget,0.0,Lewisham
30385062,Budget,0.0,Hackney
30385727,High-End,0.0,Wandsworth
30386298,Mid-Range,0.010228722768305394,Kensington and Chelsea
30387245,Mid-Range,0.0,Kensington and Chelsea
30387475,High-End,0.0,Kingston upon Thames
30388279,Budget,0.0,Lambeth
30389167,Mid-Range,0.0,Bexley
30389361,Budget,0.0,Waltham Forest
30389637,Mid-Range,0.0,Tower Hamlets
30389882,Luxury,0.05699578786770489,Tower Hamlets
30390085,Budget,0.0,Tower Hamlets
30390085,High-End,0.0332384593101244,Tower Hamlets
30390536,Mid-Range,0.0,Hammersmith and Fulham
30390958,Superior,0.02469864322827275,Westminster
30391185,Mid-Range,0.0,Wandsworth
30391534,Superior,0.07167902446035765,Lambeth
30392099,Luxury,0.0,Brent
30392540,Budget,0.0,Southwark
30392655,Mid-Range,0.0,Lambeth
30392731,Luxury,0.0,Southwark
30393258,Budget,0.0,Merton
30393396,High-End,0.0,Islington
30393396,Luxury,0.0,Islington
30393614,Luxury,0.0,Camden
30394050,Luxury,0.0,Hackney
30394720,Luxury,0.0022425126983517695,Westminster
30394840,High-End,0.0,Wandsworth
30394994,High-End,0.0,Westminster
30395125,Luxury,0.0,Lewisham
30395258,Budget,0.016011721302889866,Havering
30395415,Mid-Range,0.0,Hackney
30396326,Luxury,0.0,Hammersmith and Fulham
30396743,Mid-Range,0.0,Islington
30396998,High-End,0.0,Camden
30397928,High-End,0.0,Camden
30397985,Luxury,0.0,Hammersmith and Fulham
30398388,High-End,0.0,Westminster
30400209,Budget,0.0,Camden
30400636,Budget,0.0,Camden
30401375,Mid-Range,0.0,Camden
30401376,Budget,0.0,Tower Hamlets
30402430,Mid-Range,0.0,Islington
30402538,Budget,0.0,Westminster
30405432,Luxury,0.0,Camden
30410891,High-End,0.0,Westminster
30411402,Luxury,0.08222566940882908,Kensington and Chelsea
30411404,Budget,0.0,Tower Hamlets
30412112,Superior,0.0,Newham
30412954,Superior,0.0,Westminster
30412990,Mid-Range,0.04615688475153946,Hackney
30413117,Mid-Range,0.0,Wandsworth
30414289,Budget,0.02341783123423694,Lambeth
30414332,High-End,0.0,Westminster
30414339,Luxury,0.0,Westminster
30414601,Budget,0.06092650524362916,Camden
30414779,Budget,0.0177470976545615,Havering
30414976,High-End,0.004677581224359059,Westminster
30415481,High-End,0.011039801391496993,Westminster
30415895,High-End,0.0,City of London
30416244,Mid-Range,0.0,Islington
30416520,High-End,0.09953936854711028,Southwark
30416685,High-End,0.0,Kensington and Chelsea
30416876,Mid-Range,0.027323701584416826,Southwark
30417284,Mid-Range,0.0,Tower Hamlets
30417776,Budget,0.0,Hounslow
30418384,Mid-Range,0.0,Hammersmith and Fulham
30420401,Luxury,0.0,Ealing
30420863,Budget,0.025204959118323274,Southwark
30423137,Mid-Range,0.0,Southwark
30424681,Superior,0.0,Islington
30424767,Mid-Range,0.0,Tower Hamlets
30425254,Luxury,0.0,Southwark
30425446,Mid-Range,0.0,Merton
30430606,Mid-Range,0.0,Greenwich
30432150,High-End,0.0,Tower Hamlets
30433397,Luxury,0.12964577918363712,Westminster
30434106,High-End,0.015181609310400863,Hackney
30434648,Budget,0.0,Islington
30435165,High-End,0.0,Camden
30435692,Superior,0.0,Westminster
30435852,Mid-Range,0.0,Croydon
30436670,Mid-Range,0.0,Camden
30436983,Luxury,0.043881428063391806,Camden
30437056,Luxury,0.0,Westminster
30437658,Luxury,0.0,Brent
30437681,Budget,0.0,Hackney
30438885,Luxury,0.1086250409019113,Wandsworth
30438926,Budget,0.0,Southwark
30439280,Mid-Range,0.0,Westminster
30440329,Budget,0.02758501096341034,Kensington and Chelsea
30440986,Luxury,0.0,Hammersmith and Fulham
30442505,Mid-Range,0.0,Bexley
30443355,Luxury,0.05117196367584929,Kensington and Chelsea
30443457,Luxury,0.0,Islington
30444301,Luxury,0.0,Islington
30444772,Budget,0.07217011044402141,Lewisham
30445167,Mid-Range,0.0,Newham
30446076,High-End,0.03718105966851852,Islington
30448423,Budget,0.0,Islington
30454559,Mid-Range,0.0,Kensington and Chelsea
30454707,Mid-Range,0.011020597284840422,Lambeth
30455183,Budget,0.0022726561480891578,Kensington and Chelsea
30456311,Budget,0.0,Wandsworth
30456502,Mid-Range,0.0,Greenwich
30456770,Mid-Range,0.0,Southwark
30456957,Luxury,0.01741718283488212,Westminster
30457533,Mid-Range,0.0,Lambeth
30457571,Budget,0.0,Hackney
30459826,High-End,0.0,Southwark
30460083,High-End,0.0,Islington
30460358,Mid-Range,0.0,Southwark
30460644,High-End,0.024279179352580026,Hackney
30460769,Budget,0.020129835602810592,Hammersmith and Fulham
30461400,Budget,0.09530762242295973,Redbridge
30461793,High-End,0.0,Richmond upon Thames
30462153,Luxury,0.015100063587696099,Camden
30462583,High-End,0.0,Camden
30463289,Budget,0.0059327109583683915,Tower Hamlets
30463345,High-End,0.0,Southwark
30465036,Mid-Range,0.0,Hackney
30465681,Budget,0.0,Hackney
30467113,Budget,0.05573644919420744,Hammersmith and Fulham
30467122,Mid-Range,0.0,Ealing
30467370,Mid-Range,0.0,Tower Hamlets
30468273,Luxury,0.0,Brent
30468273,Superior,0.5070170567408175,Brent
30468598,Mid-Range,0.04991775358395549,Tower Hamlets
30468598,High-End,0.09600372401294074,Tower Hamlets
30486220,Mid-Range,0.0,Westminster
30486762,Luxury,0.0,Kensington and Chelsea
30486999,Mid-Range,0.0,Bexley
30491497,Luxury,0.09578876732170029,Kensington and Chelsea
30492495,High-End,0.0,Kensington and Chelsea
30492561,Superior,0.0,Islington
30492594,High-End,0.027157254421626805,Islington
30493154,Superior,0.26356348287284437,Merton
30493556,Luxury,0.0,Camden
30494120,Luxury,0.09131328044399455,Westminster
30494120,Superior,0.037482247620958115,Westminster
30494356,Budget,0.022245839589472502,Southwark
30495002,Mid-Range,0.0,Southwark
30495159,Budget,0.0,Islington
30495594,High-End,0.0,Tower Hamlets
30495669,Mid-Range,0.028088028638247133,Hillingdon
30495969,Mid-Range,0.0,Islington
30496091,Luxury,0.0,Islington
30496124,High-End,0.0,Wandsworth
30496854,Budget,0.0,Lewisham
30496994,High-End,0.0,Wandsworth
30497315,Budget,0.0,Tower Hamlets
30497496,Budget,0.0,Hackney
30497781,High-End,0.0,Westminster
30498318,High-End,0.0,Wandsworth
30498900,Mid-Range,0.0,Southwark
30499083,High-End,0.0,Wandsworth
30499158,Budget,0.0,Hackney
30499322,Budget,0.0,Westminster
30500157,Budget,0.12422853468142223,Ealing
30501586,Budget,0.0,Newham
30501793,Luxury,0.0,Camden
30502143,Budget,0.0,Newham
30502803,High-End,0.0,Hackney
30503194,High-End,0.0,Lewisham
30504452,Budget,0.0,Hackney
30505374,High-End,0.026696206127746473,Hammersmith and Fulham
30506419,Budget,0.0,Waltham Forest
30507294,Luxury,0.0944587631272829,Brent
30507302,Mid-Range,0.0,Hammersmith and Fulham
30507945,Budget,0.011017285878264156,Tower Hamlets
30508751,Budget,0.0,Kensington and Chelsea
30516071,High-End,0.0,Kensington and Chelsea
30517063,High-End,0.0,Camden
30517142,High-End,0.10474461175532308,Hammersmith and Fulham
30517344,Luxury,0.0,Camden
30517592,High-End,0.10474461175532308,Hammersmith and Fulham
30518104,Budget,0.0,Haringey
30518206,Budget,0.0,Hackney
30518310,Luxury,0.0,Tower Hamlets
30518856,High-End,0.027732207107822305,Lewisham
30518868,Superior,0.2590374503186146,Westminster
30519067,Mid-Range,0.0,Kensington and Chelsea
30519119,High-End,0.08179024609258208,Camden
30519277,Mid-Range,0.07998945908571034,Hammersmith and Fulham
30519277,High-End,0.07751247708297067,Hammersmith and Fulham
30519452,Budget,0.0,Camden
30519481,Budget,0.0,Lewisham
30519980,Budget,0.0,Lambeth
30520518,Luxury,0.0,Wandsworth
30521351,Mid-Range,0.0,Southwark
30521670,Superior,0.25800594052425035,Camden
30522626,Superior,0.0,Lambeth
30522653,Mid-Range,0.0,Hackney
30522672,Luxury,0.0,Wandsworth
30522699,Luxury,0.0,Hammersmith and Fulham
30523576,High-End,0.0,Merton
30524441,Luxury,0.0,Kensington and Chelsea
30524897,Mid-Range,0.0,Camden
30525184,High-End,0.0,Kensington and Chelsea
30525542,Superior,0.0,Kensington and Chelsea
30525580,Budget,0.0,Brent
30525622,Superior,0.0,Westminster
30525905,Mid-Range,0.0,Islington
30526001,Superior,0.0,Hackney
30526023,Superior,0.0,Kensington and Chelsea
30526089,Superior,0.0,Kensington and Chelsea
30526128,Superior,0.0,Camden
30526176,Superior,0.0,Westminster
30526200,Superior,0.0,Brent
30526224,Superior,0.0,Kensington and Chelsea
30526352,Superior,0.0,Kensington and Chelsea
30526473,Budget,0.0,Camden
30526473,High-End,0.031007858527444903,Camden
30526513,Superior,0.0,Camden
