listing_id,price_segment,mean_price,neighbourhood,most_frequent_segment
181664,Mid-Range,114.17910447761194,Hammersmith and Fulham,
186682,Budget,69.0,Brent,
190015,Budget,85.0,Hackney,
194664,Luxury,288.14925373134326,Lambeth,
202422,Budget,79.0,Camden,Budget
202422,Mid-Range,94.0,Camden,Budget
210010,Mid-Range,94.0,Westminster,
213024,Budget,67.16044776119404,Westminster,
214755,Superior,400.0,Kensington and Chelsea,
227502,Mid-Range,105.57553956834532,Hackney,Mid-Range
227502,High-End,138.39285714285714,Hackney,Mid-Range
229335,High-End,174.794776119403,Westminster,
230839,Mid-Range,90.0,Hackney,
231854,High-End,140.0,Islington,
235994,High-End,127.0,Haringey,
237907,Luxury,248.77290836653387,Islington,Luxury
238349,Mid-Range,120.0,Hammersmith and Fulham,
238440,High-End,150.0,Kensington and Chelsea,
238711,High-End,170.0,Kensington and Chelsea,
240734,Budget,73.40148698884758,Hackney,
243077,High-End,123.0,Hackney,
244125,Superior,458.0223880597015,Hackney,
245885,Mid-Range,100.0,Lambeth,
246619,Mid-Range,109.0,Islington,
248291,Mid-Range,101.15671641791045,Hackney,
249395,Luxury,300.0,Islington,
250012,Luxury,189.0,Westminster,
250293,Luxury,229.0,Westminster,
250995,High-End,159.0,Kensington and Chelsea,
251026,Luxury,189.0,Kensington and Chelsea,Luxury
254629,High-End,136.0,Hackney,
257219,Budget,40.0,Hackney,
261663,High-End,130.0,Hackney,
263822,Budget,70.10628019323671,Newham,Budget
264776,High-End,155.82089552238807,Lewisham,
264777,Budget,85.0,Lewisham,Budget
264778,Mid-Range,102.91044776119404,Lewisham,
264779,Mid-Range,102.91044776119404,Lewisham,
264782,Budget,85.0,Lewisham,Budget
264783,High-End,160.0,Lewisham,
270600,Budget,70.82089552238806,Richmond upon Thames,
271373,High-End,157.5810810810811,Kensington and Chelsea,High-End
271373,Luxury,196.5,Kensington and Chelsea,High-End
271815,High-End,135.82089552238807,Kensington and Chelsea,
272835,Mid-Range,89.0,Camden,Mid-Range
273941,Budget,45.0,Lewisham,
274740,Mid-Range,115.9922480620155,Hammersmith and Fulham,Mid-Range
274918,Budget,80.0,Merton,Budget
275140,Mid-Range,99.75746268656717,Lewisham,
276510,High-End,174.40594059405942,Westminster,High-End
276888,Mid-Range,120.0,Merton,Mid-Range
277580,High-End,128.02788844621514,Hounslow,High-End
278559,Mid-Range,89.0,Westminster,
279022,Superior,950.0,Westminster,
280894,High-End,149.0,Southwark,
282198,Mid-Range,90.0,Camden,
283569,Budget,82.76649746192894,Ealing,Budget
284532,Budget,70.0,Hackney,
284603,Luxury,210.0,Westminster,
286675,Budget,60.0,Harrow,
286943,Mid-Range,95.0,Brent,
288410,Luxury,250.0,Westminster,
288828,Mid-Range,102.0,Brent,
288857,Luxury,200.0,Southwark,
290233,Superior,572.0,Newham,
290923,Luxury,275.0,Camden,
294177,Budget,50.0,Barnet,
298246,High-End,135.0,Lambeth,
299374,Budget,59.0,Brent,
299735,Mid-Range,99.0,Haringey,Mid-Range
300723,Luxury,200.14869888475837,Haringey,
302760,Mid-Range,100.0,Lewisham,
304918,High-End,140.0,Islington,
305573,Budget,70.0,Southwark,
306677,High-End,139.34944237918216,Southwark,
306966,Mid-Range,100.0,Westminster,
308005,High-End,179.0,Camden,
308640,High-End,145.0,Hackney,
309085,High-End,140.0,Tower Hamlets,
310665,Luxury,190.0,Hackney,
310724,Luxury,260.80223880597015,Lambeth,
311768,Superior,500.0,Merton,
312761,High-End,144.36567164179104,Hackney,
313710,Budget,80.0,Brent,Budget
314164,Mid-Range,97.0,Hackney,
315238,High-End,140.0,Wandsworth,
318867,High-End,140.0,Westminster,
318986,Luxury,200.0,Kensington and Chelsea,
321580,High-End,129.0,Brent,
323473,Mid-Range,99.0,Islington,
323571,Budget,75.0,Hackney,
325809,Superior,723.0,Camden,
326314,High-End,140.0,Lambeth,
326655,Mid-Range,90.0,Lambeth,High-End
326655,High-End,128.2913907284768,Lambeth,High-End
327403,Budget,65.0,Kensington and Chelsea,
329585,High-End,138.40520446096653,Lambeth,
335867,Luxury,200.0,Newham,
337806,Budget,61.14869888475837,Hackney,
343701,Budget,50.0,Newham,
345013,High-End,125.0,Southwark,
345039,Luxury,235.0,Brent,
345321,Luxury,300.0,Newham,
345877,Budget,80.0,Islington,
346523,Mid-Range,99.0,Kensington and Chelsea,
347144,Budget,75.0,Southwark,
347849,High-End,160.0,Wandsworth,
348217,Luxury,250.0,Camden,
348549,High-End,135.0,Tower Hamlets,High-End
350442,Luxury,240.0,Haringey,
354003,High-End,150.0,Kensington and Chelsea,
354685,Luxury,200.0,Barnet,
356427,Luxury,250.0,Brent,
357036,Mid-Range,99.0,Brent,
357197,Budget,55.0,Hackney,
358043,Luxury,195.0,Tower Hamlets,
359974,Mid-Range,99.0,Hackney,
361549,Mid-Range,108.2089552238806,Southwark,
365069,Budget,65.57835820895522,Camden,
365933,Mid-Range,95.0,Lambeth,
366450,Budget,67.0,Islington,
367175,Budget,75.0,Redbridge,
367181,High-End,150.0,Hackney,
367977,Budget,51.64179104477612,Hammersmith and Fulham,
369383,Luxury,211.88717948717948,Camden,Luxury
374493,Mid-Range,100.0,Tower Hamlets,
374594,Budget,80.0,Wandsworth,Mid-Range
374594,Mid-Range,116.96026490066225,Wandsworth,Mid-Range
374624,Mid-Range,101.0,Hackney,
375657,Budget,76.0,Hammersmith and Fulham,
375799,Budget,80.0,Kingston upon Thames,
377982,High-End,140.0,Westminster,High-End
378407,Mid-Range,120.0,Wandsworth,
378551,Mid-Range,111.44194756554307,Hounslow,
379060,Budget,70.4873949579832,Hammersmith and Fulham,Mid-Range
379060,Mid-Range,94.26174496644295,Hammersmith and Fulham,Mid-Range
379137,High-End,150.0,Hackney,
380188,High-End,167.0060606060606,Richmond upon Thames,High-End
381467,High-End,142.8996282527881,Kensington and Chelsea,
382627,Budget,75.0,Islington,Mid-Range
382627,Mid-Range,93.11920529801324,Islington,Mid-Range
384317,Budget,70.49814126394052,Hackney,
384770,Mid-Range,116.41791044776119,Hammersmith and Fulham,
384780,High-End,141.17857142857142,Camden,High-End
385019,Luxury,289.0,Hackney,
388315,Budget,85.0,Kensington and Chelsea,
388721,High-End,140.0,Hackney,
388768,High-End,154.4820717131474,Camden,High-End
389627,Mid-Range,100.0,Westminster,
390156,Budget,76.47955390334573,Tower Hamlets,
390610,High-End,127.91497975708502,Westminster,High-End
390881,Luxury,230.0,Merton,
394755,Budget,80.0,Camden,
395062,Budget,60.37827715355805,Ealing,
398147,High-End,155.67657992565057,Islington,
400873,Luxury,200.0,Newham,
401951,Superior,360.0,Tower Hamlets,
401972,Luxury,225.7992565055762,Kensington and Chelsea,
402700,Budget,58.0,Islington,
403038,Luxury,195.0,Kensington and Chelsea,
403390,Mid-Range,110.0,Tower Hamlets,
405099,Budget,60.0,Bromley,
406235,Mid-Range,95.21933085501858,Hackney,
406753,Luxury,200.0,Camden,
406832,Mid-Range,98.0,Hammersmith and Fulham,
406898,Budget,75.0,Tower Hamlets,
407475,Budget,70.0,Merton,
407529,Budget,49.53558052434457,Ealing,
409444,Budget,70.0,Hackney,
410201,Budget,75.0,Merton,
410971,Mid-Range,102.64179104477611,Lambeth,
411961,Budget,65.84269662921348,Islington,
412058,Superior,509.47955390334573,Hackney,
412059,Superior,509.47955390334573,Hackney,
414115,Mid-Range,120.0,Newham,
415825,Budget,85.0,Islington,
415926,Mid-Range,115.0,Westminster,
416238,Luxury,215.35211267605635,Camden,Luxury
417090,Budget,83.0,Brent,
417204,High-End,141.6851851851852,Islington,High-End
417297,High-End,163.28502415458937,Tower Hamlets,High-End
417549,Luxury,200.0,Camden,
419786,Luxury,250.0,Greenwich,
419897,Budget,61.0,Islington,
420605,High-End,178.0,Wandsworth,
421142,Budget,79.0,Hammersmith and Fulham,
422308,Budget,55.0,Hackney,
423771,Mid-Range,87.0,Tower Hamlets,
424362,Mid-Range,99.0,Camden,
424511,High-End,181.0,Newham,
425143,Mid-Range,110.0,Wandsworth,Mid-Range
427325,High-End,140.0,Islington,
427327,High-End,155.0,Hackney,
427348,Mid-Range,100.0,Lambeth,
427584,Mid-Range,120.0,Hackney,
428432,Luxury,200.0,Newham,
429045,Superior,1500.0,Lewisham,
429444,Budget,79.72014925373135,Lambeth,
431585,High-End,135.0,Tower Hamlets,High-End
431775,Mid-Range,115.0,Islington,
432314,Luxury,225.0,Wandsworth,
432567,Budget,62.0,Redbridge,
432986,High-End,150.0,Kensington and Chelsea,
433191,Budget,66.46468401486989,Redbridge,
434962,High-End,160.24344569288388,Westminster,
435568,High-End,150.0,Islington,
438577,Mid-Range,120.0,Camden,
439047,Budget,78.0,Hackney,
441525,Budget,85.0,Islington,Budget
443263,Mid-Range,119.0,Hackney,Mid-Range
444272,Budget,66.0,Hackney,
444886,Budget,80.0,Islington,
444981,High-End,178.0,Waltham Forest,
446634,Budget,74.0,Hackney,Mid-Range
446634,Mid-Range,101.0,Hackney,Mid-Range
446900,Luxury,320.0,Hackney,
447223,Mid-Range,100.0,Havering,Mid-Range
448867,Budget,75.0,Merton,
450460,Budget,57.91044776119403,Hackney,
450481,Luxury,199.0,Southwark,
450853,Mid-Range,120.0,Tower Hamlets,
451654,High-End,147.22702702702702,Southwark,High-End
452350,High-End,130.0,Hackney,
452552,Luxury,250.0,Brent,
452781,High-End,180.0,Hammersmith and Fulham,
453132,Budget,67.0,Tower Hamlets,
454008,Budget,58.41417910447761,Hammersmith and Fulham,
454047,High-End,149.0,Hackney,
454496,High-End,150.0,Tower Hamlets,
454775,Budget,60.0,Enfield,
455450,Mid-Range,92.91044776119404,Tower Hamlets,
457392,Mid-Range,98.0,Islington,
458015,High-End,125.0,Camden,High-End
458605,High-End,130.0,Camden,
458614,Luxury,299.0,Westminster,
458818,Superior,446.0,Tower Hamlets,
459237,High-End,125.0,Hackney,
460379,High-End,130.0,Barnet,
461039,Mid-Range,110.0,Haringey,
461923,Budget,78.78571428571429,Greenwich,Budget
461987,High-End,147.3134328358209,Hackney,
463556,Luxury,200.0,Tower Hamlets,
463665,High-End,150.0,Redbridge,
464370,Luxury,280.0,Lambeth,
464789,Budget,65.0,Hackney,Budget
465498,Mid-Range,120.0,Hackney,
465515,Mid-Range,89.00746268656717,Islington,
465821,Mid-Range,110.0,Newham,
466058,Mid-Range,109.0,Hammersmith and Fulham,
466934,High-End,150.0,Hackney,
468033,High-End,154.0,Westminster,
468221,High-End,149.0,Southwark,
469125,Budget,70.0,Hackney,
469198,High-End,150.0,Tower Hamlets,
469199,Mid-Range,95.0,Hackney,
470153,Budget,66.0,Islington,
470205,High-End,175.0,Merton,
472083,Superior,350.0,Islington,
473637,Superior,2000.0,Kensington and Chelsea,
476659,Budget,85.0,Southwark,Mid-Range
476659,Mid-Range,94.0,Southwark,Mid-Range
476808,High-End,150.0,Kensington and Chelsea,
477286,High-End,166.90671641791045,Brent,
478488,Budget,80.01115241635688,Greenwich,
482178,Mid-Range,95.0,City of London,
482685,Luxury,250.0,Camden,
484978,Luxury,225.0,Hammersmith and Fulham,
486032,Superior,350.0,Hackney,
486501,Budget,65.0,Brent,
486627,Mid-Range,117.0114503816794,Islington,Mid-Range
487934,Mid-Range,87.0,Tower Hamlets,
492883,High-End,150.0,Southwark,
492946,High-End,145.91240875912408,Westminster,High-End
493679,High-End,140.0,Tower Hamlets,
493965,Mid-Range,95.0,Waltham Forest,Mid-Range
494343,Mid-Range,113.52941176470588,Lambeth,Mid-Range
498610,High-End,150.0,Islington,
498888,High-End,180.0,Tower Hamlets,
499145,Mid-Range,100.0,Tower Hamlets,
500985,High-End,180.0,Brent,
501458,High-End,125.0,Haringey,
501837,Mid-Range,94.17164179104478,Camden,
502093,Budget,75.0,Southwark,
502576,Superior,500.0,Lambeth,
502790,Mid-Range,99.45522388059702,Lambeth,
503331,Mid-Range,113.0,Hackney,
504310,Mid-Range,108.73880597014926,Tower Hamlets,
506980,Luxury,250.0,Hammersmith and Fulham,
506997,High-End,130.0,Lambeth,
507124,Budget,82.0,Wandsworth,Budget
507962,High-End,150.0,Wandsworth,
509099,Superior,335.0,Tower Hamlets,
510116,Budget,82.0,Wandsworth,Budget
510386,High-End,180.0,Tower Hamlets,
510940,High-End,139.0,Islington,High-End
511429,Mid-Range,102.43333333333334,Islington,Mid-Range
511768,High-End,130.0,Newham,
512822,Mid-Range,100.0,Islington,
513198,Mid-Range,95.0,Lambeth,
515149,Mid-Range,120.0,Hammersmith and Fulham,
515327,Budget,52.026022304832715,Hounslow,
516849,High-End,130.0,Islington,
517283,Luxury,190.0,Redbridge,
517941,High-End,165.0,Hackney,
518298,High-End,150.0,Hackney,
519296,Mid-Range,115.93656716417911,Tower Hamlets,
519660,Mid-Range,95.0,Camden,
519672,Luxury,200.0,Kensington and Chelsea,
520350,Mid-Range,101.072,Islington,Mid-Range
520962,High-End,160.0,Hackney,
521359,Budget,50.0,Lambeth,Budget
521982,Mid-Range,112.8996282527881,Tower Hamlets,
522467,Luxury,200.0,Westminster,
522729,High-End,140.0,Tower Hamlets,
522797,High-End,150.0,Tower Hamlets,
522824,Luxury,260.0,Lewisham,
523160,Budget,79.0,Hackney,
523811,Mid-Range,86.0,Haringey,
523941,Budget,40.0,Newham,
525056,Luxury,200.0,Barnet,
525339,Mid-Range,120.0,Camden,
526025,Budget,75.0,Waltham Forest,Budget
526878,High-End,150.0,Redbridge,
528001,Mid-Range,101.07116104868913,Haringey,
529011,Mid-Range,118.0,Haringey,
529558,Budget,62.0,Camden,Mid-Range
529558,Mid-Range,118.57615894039735,Camden,Mid-Range
529947,Luxury,310.0,Islington,
532361,Mid-Range,86.0,Brent,
533351,High-End,140.0,Westminster,
533943,Superior,901.0,Westminster,
534506,Budget,50.66542750929368,Hackney,
535284,Budget,65.0,Brent,
535323,High-End,130.0,Hackney,
536121,Superior,432.5335820895522,Lambeth,
536886,High-End,150.0,Westminster,
536996,Budget,68.187265917603,Lambeth,
541081,Mid-Range,100.0,Lambeth,
541363,Mid-Range,110.0,Hackney,
542646,Mid-Range,105.75,Hammersmith and Fulham,Mid-Range
542754,Budget,80.0,Haringey,
543086,Mid-Range,119.58955223880596,Kensington and Chelsea,
543108,Mid-Range,88.58208955223881,Kensington and Chelsea,
544258,High-End,160.45794392523365,Hammersmith and Fulham,Luxury
544258,Luxury,201.34453781512605,Hammersmith and Fulham,Luxury
544613,Mid-Range,120.0,Merton,Mid-Range
544824,Mid-Range,105.02272727272727,Hammersmith and Fulham,Mid-Range
545404,Luxury,275.0,Southwark,
545563,Budget,65.0,Islington,
546039,Mid-Range,116.60299625468164,Camden,
547367,Mid-Range,90.0,Islington,
547803,Budget,76.45522388059702,Hackney,
548429,Luxury,300.0,Southwark,Luxury
549033,Budget,84.0,Southwark,
549999,Superior,400.0,Hackney,
550146,High-End,135.0,Hackney,
550492,High-End,149.0,Haringey,
550570,Budget,60.0,Tower Hamlets,
550805,Budget,49.0,Southwark,
552257,Mid-Range,109.55072463768116,Lambeth,Mid-Range
556065,Budget,60.0,Hackney,
556542,Luxury,228.83895131086143,Wandsworth,
558694,High-End,140.0,Lambeth,
559579,High-End,176.0,Islington,
559643,Mid-Range,109.0,Newham,Mid-Range
559776,Mid-Range,95.0,Wandsworth,
559841,Luxury,243.0,Newham,
560068,Mid-Range,109.0,Tower Hamlets,Mid-Range
561379,Mid-Range,95.0,Lambeth,
563124,Mid-Range,100.0,Islington,
563229,High-End,165.0,Southwark,
563243,High-End,149.17910447761193,Hammersmith and Fulham,
563693,Mid-Range,99.812734082397,Wandsworth,Mid-Range
564861,Budget,60.0,Newham,
565168,Budget,76.38805970149254,Southwark,
565214,Luxury,220.0,Hammersmith and Fulham,
565308,Luxury,270.0,Redbridge,
565442,High-End,180.0,Newham,
566338,Budget,54.51310861423221,Lambeth,
566427,Luxury,200.0,Islington,
566538,High-End,149.0,Tower Hamlets,
566661,Mid-Range,95.0,Southwark,
566957,Mid-Range,120.0,City of London,Mid-Range
566957,High-End,137.88990825688074,City of London,Mid-Range
567040,High-End,150.0,Hackney,
567534,Mid-Range,99.0,Camden,
569300,High-End,140.0,Wandsworth,
569402,Luxury,300.0,Southwark,
569871,Superior,370.0,Hammersmith and Fulham,
570762,Budget,78.0,Hackney,
571984,Luxury,200.0,Islington,
572805,High-End,125.36567164179104,Lambeth,
572996,Budget,55.0,Southwark,
573155,Budget,71.6044776119403,Camden,
573391,Mid-Range,110.0,Brent,
574436,Mid-Range,89.0,Tower Hamlets,
575832,High-End,170.0,Hackney,
580534,Mid-Range,110.0,Camden,
581928,Superior,428.0,Lambeth,
582899,Mid-Range,95.0,Lambeth,
584988,Luxury,275.0,Newham,
586300,Luxury,318.0,Newham,
586585,High-End,162.0,Hackney,
587412,Mid-Range,120.0,Barnet,
588044,High-End,148.72727272727272,Tower Hamlets,High-End
588238,Luxury,300.0,Westminster,
588321,Budget,75.0,Kensington and Chelsea,
590293,High-End,136.0392156862745,Hackney,High-End
590373,Mid-Range,108.0,Hackney,
590443,Budget,48.0,Redbridge,
590823,Budget,71.93103448275862,Westminster,Budget
590823,Mid-Range,90.0,Westminster,Budget
590889,Luxury,250.0,Newham,
591006,Mid-Range,100.0,Haringey,
591549,Mid-Range,99.0,City of London,
591715,High-End,154.0,Islington,High-End
591837,Luxury,200.0,Kensington and Chelsea,
595103,Budget,60.0,Lambeth,
595626,Budget,40.739776951672866,Greenwich,
596256,Mid-Range,90.17910447761194,Hackney,
596823,Budget,40.0,Islington,Budget
597030,Luxury,197.20973782771534,Southwark,
597726,Mid-Range,96.16417910447761,Kensington and Chelsea,
598481,Luxury,222.04494382022472,Kensington and Chelsea,Luxury
599008,Luxury,199.0,Westminster,
600013,Luxury,219.0,Kensington and Chelsea,
600357,Budget,71.0,Hackney,
600500,Budget,80.0,Lambeth,
601432,Mid-Range,90.58208955223881,Lambeth,
602302,Luxury,200.0,Westminster,
602461,Mid-Range,100.0,Kensington and Chelsea,
602475,Mid-Range,90.0,Tower Hamlets,
602570,Budget,82.44827586206897,Hackney,Mid-Range
602570,Mid-Range,97.51315789473684,Hackney,Mid-Range
603227,Mid-Range,99.0,Camden,
604687,Luxury,256.57004830917873,Westminster,Luxury
605086,Budget,50.0,Kensington and Chelsea,
605400,Budget,59.0,Kensington and Chelsea,Budget
605812,Budget,67.91044776119404,Hackney,
606382,Budget,80.13432835820896,Camden,
606861,Luxury,249.0,Islington,
607129,High-End,180.0,Hackney,
607676,Mid-Range,90.0,Hackney,
607771,Budget,62.39776951672862,Kensington and Chelsea,
607885,Mid-Range,110.0,Brent,
608438,Budget,58.7410071942446,Lambeth,Budget
608438,High-End,125.0,Lambeth,Budget
608897,High-End,180.0,Kensington and Chelsea,
609258,Mid-Range,120.0,Hammersmith and Fulham,
609973,Mid-Range,90.0,Brent,
611709,Mid-Range,110.0,Merton,Mid-Range
611893,Mid-Range,117.05429864253394,Ealing,Mid-Range
613404,Luxury,285.0,Kensington and Chelsea,
614012,High-End,166.0,Newham,
615347,Mid-Range,98.45149253731343,Hackney,
615456,Budget,69.25373134328358,Lambeth,
616278,High-End,125.0,Southwark,
619890,Mid-Range,100.0,Hackney,
620282,High-End,130.0,Hackney,
620471,Mid-Range,120.0,Westminster,
620526,Budget,55.0,Lewisham,
622068,Budget,65.0,Brent,
626972,Luxury,240.0,Southwark,
628939,High-End,135.0,Islington,High-End
629409,Budget,67.0,Lambeth,Mid-Range
629409,Mid-Range,100.0,Lambeth,Mid-Range
630933,Mid-Range,102.91044776119404,Westminster,
632377,Budget,75.0,Tower Hamlets,
633470,High-End,135.0,Camden,High-End
633504,Mid-Range,96.05263157894737,Camden,Mid-Range
633856,Mid-Range,120.0,Hackney,
635386,Mid-Range,113.90334572490707,Hackney,
641376,Luxury,243.0,Westminster,
643526,Mid-Range,90.0,Hackney,
647243,Luxury,252.88475836431226,Camden,
647738,Luxury,305.0,Westminster,
651312,Budget,68.0,Hackney,
653127,Budget,44.0,Lewisham,
655165,High-End,137.0,Camden,
656590,Luxury,250.0,Kensington and Chelsea,
657479,Superior,499.0,Hammersmith and Fulham,
658005,Luxury,199.0,Lewisham,
660891,Budget,85.0,Merton,Budget
661179,Luxury,219.0,Kensington and Chelsea,
661253,Luxury,243.0,Westminster,
664712,Luxury,219.0,Hammersmith and Fulham,
664757,Mid-Range,105.0,Haringey,
666172,High-End,148.7207792207792,Westminster,High-End
667252,Luxury,200.0,Brent,
667373,Budget,75.0,Waltham Forest,
670682,Budget,63.838951310861425,Hounslow,
672080,High-End,132.72549019607843,Lambeth,High-End
672081,High-End,131.455223880597,Lambeth,
673067,High-End,179.0,Tower Hamlets,Luxury
673067,Luxury,199.0,Tower Hamlets,Luxury
673863,Mid-Range,90.0,Camden,
675078,High-End,150.0,Newham,
675284,Superior,637.8277153558053,Haringey,
675451,High-End,148.0,Camden,
676476,Budget,48.0,Barnet,
679006,High-End,150.0,Westminster,
679471,Luxury,200.0,Westminster,
679873,Luxury,210.0,Westminster,
680656,Budget,56.78358208955224,Hammersmith and Fulham,
681613,Luxury,200.0,Westminster,
681690,Mid-Range,99.36567164179104,Lambeth,
682609,Mid-Range,89.0,Southwark,
685809,High-End,136.0,Lambeth,
686392,Mid-Range,115.0,Westminster,Mid-Range
691174,Luxury,219.0,Kensington and Chelsea,
691243,Mid-Range,120.0,Kensington and Chelsea,
693226,Budget,75.0,Waltham Forest,
693300,Budget,85.0,Kensington and Chelsea,Mid-Range
693300,Mid-Range,96.01986754966887,Kensington and Chelsea,Mid-Range
695120,Budget,53.0,Barnet,
695406,Budget,56.21268656716418,Hammersmith and Fulham,
700285,Budget,65.52671755725191,Tower Hamlets,Mid-Range
700285,Mid-Range,90.0,Tower Hamlets,Mid-Range
703064,Luxury,203.7453183520599,Islington,
707632,Mid-Range,105.79925650557621,Westminster,
708237,Budget,56.46641791044776,Hammersmith and Fulham,
711624,Luxury,200.0,Camden,
711802,High-End,180.0,Westminster,
713475,Mid-Range,114.45692883895131,Ealing,
713777,Mid-Range,100.0,Ealing,
714240,High-End,179.0,Camden,High-End
714364,High-End,144.48605577689244,Tower Hamlets,High-End
714723,High-End,130.0,Tower Hamlets,
715564,Budget,70.0,Westminster,Budget
715841,Budget,66.20074349442379,Tower Hamlets,
717220,Budget,72.8996282527881,Westminster,
720633,Budget,70.0,Westminster,Budget
720962,Luxury,190.0,Kensington and Chelsea,
721116,High-End,128.0,Lambeth,
721267,Budget,55.0,Greenwich,
721759,Mid-Range,120.0,Westminster,
722152,Budget,75.0,Ealing,
723062,Budget,55.0,Haringey,
724357,Luxury,212.7594936708861,Tower Hamlets,Luxury
724627,Mid-Range,99.0,Tower Hamlets,
725018,High-End,174.98062015503876,Southwark,High-End
725295,Luxury,243.0,Westminster,
725310,Luxury,219.0,Hammersmith and Fulham,
725370,Budget,80.0,Westminster,Budget
726669,Budget,70.0,Westminster,Budget
726950,Mid-Range,95.79925650557621,Westminster,
727394,Mid-Range,100.0,Lewisham,
728581,Budget,75.0,Southwark,
728752,Budget,85.0,Barnet,
730765,Luxury,225.0,Westminster,
730831,Luxury,289.0,Hackney,
731968,High-End,135.0,Camden,
732003,Luxury,249.1044776119403,Westminster,
736378,Budget,62.865546218487395,Islington,Budget
737160,Mid-Range,90.0,Hackney,
739774,Mid-Range,92.8996282527881,Westminster,
740600,Luxury,262.0,Lambeth,
741021,Mid-Range,100.0,Islington,
742269,High-End,125.0,Westminster,
742422,Mid-Range,92.91044776119404,Kensington and Chelsea,
744678,Mid-Range,110.23595505617978,Kensington and Chelsea,Mid-Range
745538,High-End,127.0,Tower Hamlets,
746043,Luxury,195.0,Kensington and Chelsea,
747155,High-End,165.59925093632958,Wandsworth,
747789,Mid-Range,105.0,Merton,
749372,Luxury,200.0,Wandsworth,
749639,Budget,75.0,Brent,
750753,High-End,149.33609958506224,Hackney,High-End
751606,Mid-Range,99.0,Islington,
753226,High-End,158.0,Hackney,
753872,Mid-Range,89.0,Hackney,
753997,High-End,130.0,Hackney,
